"netuid","name","audience","q","agent_score","status","url","note","link_result","why_queued","decision","reviewer_note"
"91","cascade","stakers","q3","3","verified","https://raw.githubusercontent.com/TensorLink-AI/cascade/main/docs/AUDIT.md","AUDIT.md lets anyone re-derive a round in three tiers with FAIL, WARN and SKIP verdicts, ARCHITECTURE.md gives the paired bootstrap LCB rule and margin decay, MINER.md lists corpus digest dedupe and timed reveals, VALIDATOR.md lists eight failure modes, spread over four technical docs with no front door","live","top or bottom 5 by composite","",""
"91","cascade","stakers","q4","2","verified","https://testnet.cascadesub.net/","identity 6 of 7 but subnet_url redirects to a testnet host that renders only the title cascade SN91, the GitHub homepage field points to an unrelated cipher tool at cascade-woad.vercel.app, discord field is a username, no staker page","live","top or bottom 5 by composite","",""
"91","cascade","miners","q1","4","verified","https://raw.githubusercontent.com/TensorLink-AI/cascade/main/docs/INTERFACE.md","""Yield UP TO n_series float arrays: 1-D (L,) today, or (C, L) once the owner raises max_channels."" DataGenerator class signature, determinism rule, code only repo under 128 MB and deploy commands, one click from the README, took the lower score because the guide runs about 6000 words","live","top or bottom 5 by composite","",""
"91","cascade","miners","q2","3","verified","https://raw.githubusercontent.com/TensorLink-AI/cascade/main/docs/MINER.md","""btcli subnet list --network test shows the current registration cost"" points at testnet (chain burn 0.1 TAO on mainnet today), no GPU needed for submission, CPU time budget enforced, win condition stated as training a better forecaster than the king on a private held out set","live","top or bottom 5 by composite","",""
"91","cascade","miners","q3","3","verified","https://raw.githubusercontent.com/TensorLink-AI/cascade/main/docs/ARCHITECTURE.md","scoring in prose with MASE and weighted quantile loss, a paired bootstrap lower confidence bound and a margin decaying 2 to 0.5 percent, llms.txt says prior kings earn by geometric decay while ARCHITECTURE.md says an equal share, no example numbers, no immunity or deregistration policy","live","top or bottom 5 by composite","",""
"91","cascade","miners","q4","3","verified","https://raw.githubusercontent.com/TensorLink-AI/cascade/main/docs/MINER.md","seven step guide with cascade verify, score, deploy, round and heat commands, repo pushed 2026-09-09, no releases, no dates, errors refer to decision IDs in a decisions folder","live","top or bottom 5 by composite","",""
"91","cascade","buyers","q1","1","inferred","https://raw.githubusercontent.com/TensorLink-AI/cascade/main/README.md","no product, API or hosted model, the README describes a first task and a technical roadmap without a plain no product yet statement or a date","live","top or bottom 5 by composite","",""
"91","cascade","buyers","q2","0","inferred","","no pricing and no customer type in own or third-party materials","","score 0; top or bottom 5 by composite","",""
"91","cascade","buyers","q3","0","inferred","","no status page, SLA or support path, the discord field is a username, no email on any page fetched","","score 0; top or bottom 5 by composite","",""
"91","cascade","buyers","q4","1","inferred","https://raw.githubusercontent.com/TensorLink-AI/cascade/main/README.md","no API docs, subnet_contact chris@tensor-link.com is on chain only and appears on no page fetched","live","top or bottom 5 by composite","",""
"91","cascade","newcomers","q1","3","verified","https://raw.githubusercontent.com/TensorLink-AI/cascade/main/README.md","""Miners compete by writing the data generators that feed the model"" in a plain first paragraph, then byte identical contracts and paired bootstrap, chain description is a tag without a verb, no site prose","live","top or bottom 5 by composite","",""
"91","cascade","newcomers","q2","2","verified","https://raw.githubusercontent.com/TensorLink-AI/cascade/main/docs/AUDIT.md","""let anyone re-derive the owner's published work instead of taking it on faith"" is a verifiability claim deep in the audit doc, no comparison with a centralized forecasting model provider","live","top or bottom 5 by composite","",""
"91","cascade","newcomers","q3","2","verified","https://testnet.cascadesub.net/","the site is a JS shell showing only the title, the repo has a benchmarks folder, third-party posts cite a GIFT-Eval result, no dated benchmark reachable on own pages","live","top or bottom 5 by composite","",""
"91","cascade","newcomers","q4","2","verified","https://testnet.cascadesub.net/","subnet_name cascade matches the page title, description is not a sentence, url resolves to an empty testnet page, no about or learn page","live","top or bottom 5 by composite","",""
"110","Green Compute","stakers","q1","5","verified","https://www.green-compute.com/","""Enterprise inference, metered by the token"" and ""Rent GPUs by the Minute"" with RTX 4090 from $0.40 and RTX 5090 from $0.70 per GPU hour on the front page, matches the chain description","live","score 5","",""
"110","Green Compute","buyers","q1","5","verified","https://www.green-compute.com/enterprise","""OpenAI-compatible chat completion API, streaming responses."" with a curl example against api.green-compute.com/v1/chat/completions, endpoint answers missing api key, rentals and one click deploys","live","score 5","",""
"110","Green Compute","buyers","q2","5","verified","https://www.green-compute.com/enterprise","""RTX 4090 $0.40 / GPU / hr"" and ""RTX 5090 $0.70 / GPU / hr"" with per token billing for enterprise, developers and researchers named, prices marked indicative","live","score 5","",""
"75","Hippius","stakers","q1","5","verified","https://docs.hippius.com/llms.txt","""Hippius is a distributed cloud storage platform backed by Arion distributed storage and a custom Substrate blockchain."" priced per GB per month one click from the front, chain description matches","live","score 5; top or bottom 5 by composite","",""
"75","Hippius","stakers","q2","3","verified","https://hipstats.com","""Hippius Explorer"" linked from the front page renders Total Storage and node counts empty to a fetcher, status page lists services with dates, no revenue or customer figure, revenue share coming soon","live","top or bottom 5 by composite","",""
"75","Hippius","stakers","q3","3","verified","https://raw.githubusercontent.com/thenervelab/thebrain/main/readme_weights.md","bandwidth 70% and storage 30% with diminishing returns, family decay and a demand-dependent pool, incentives.md covers placement, why-hippius says slackers get slashed, files the README never links","live","top or bottom 5 by composite","",""
"75","Hippius","stakers","q4","4","verified","https://docs.hippius.com/learn/substrate-staking","identity 5 of 7 (discord and additional not set), github and url resolve, docs carry a Substrate and Staking page and the site an Alphanomics page, contact hello@hippius.com not seen on pages fetched","live","top or bottom 5 by composite","",""
"75","Hippius","miners","q1","4","verified","https://docs.hippius.com/earn/storage-miner","""A storage miner in the Hippius network is a node that provides distributed storage capacity."" stores erasure-coded shards and answers storage challenges, two clicks from the docs root, no schema","live","top or bottom 5 by composite","",""
"75","Hippius","miners","q2","4","verified","https://docs.hippius.com/earn/storage-miner","""Miners must provide at least 2TB of storage and a static public IP"" with CPU, RAM and SSD minimums, registration cost not stated (chain burn 1.0 TAO today), no competitiveness statement","live","top or bottom 5 by composite","",""
"75","Hippius","miners","q3","3","verified","https://raw.githubusercontent.com/thenervelab/thebrain/main/readme_weights.md","bandwidth 70% and storage 30% with diminishing returns, 80% family decay over the top 10 members, recalculated every 6 hours, slashing named on why-hippius, no single miner example, no immunity","live","top or bottom 5 by composite","",""
"75","Hippius","miners","q4","3","verified","https://docs.hippius.com/earn/storage-miner","docs Earn section has node, Arion setup and registration pages (not all fetched), the repo minner-setup.md still describes a testnet bootnode and placeholder chain spec, pushed 2026-09-09, no release","live","top or bottom 5 by composite","",""
"75","Hippius","buyers","q1","5","verified","https://docs.hippius.com/llms.txt","""S3-compatible API at s3.hippius.com. Store anything. Standard clients (boto3, AWS CLI, rclone) work without modification."" AWS CLI, boto3 and rclone examples, console at console.hippius.com","live","score 5; top or bottom 5 by composite","",""
"75","Hippius","buyers","q2","5","verified","https://hippius.com/pricing","""All services are billed per use with credits (1 credit = $1), minted on our blockchain for full visibility."" S3 from $6.00 per TB pay as you go to $4.65 per TB Enterprise, customer types on front","live","score 5; top or bottom 5 by composite","",""
"75","Hippius","buyers","q3","4","verified","https://status.hippius.com/","status page listing s3, arion, registry, rpc and indexer as Operational with dated updates, community forum and Discord as support paths, no SLA and no response expectation","live","top or bottom 5 by composite","",""
"75","Hippius","buyers","q4","4","verified","https://api.hippius.com/","Swagger API reference at api.hippius.com plus the S3 operations list in llms.txt and a docs chain API page, subnet_contact hello@hippius.com not found on the pages fetched so the match is unconfirmed","live","top or bottom 5 by composite","",""
"75","Hippius","newcomers","q1","5","verified","https://hippius.com/","""Transparent and Decentralized Cloud Storage"" headline with a one sentence paragraph on storage, VMs and apps backed by a blockchain, consistent with the chain description, docs intro says it plainer","live","score 5; top or bottom 5 by composite","",""
"75","Hippius","newcomers","q2","4","verified","https://hippius.com/","""Powered by a decentralized network of hardware providers, not a single point of failure."" plus Affordable and Fair, Storj alternative and migrate pages, Google Drive comparison only third-party","live","top or bottom 5 by composite","",""
"75","Hippius","newcomers","q3","3","verified","https://status.hippius.com/","status page shows services operational with dates, Hipstats explorer and the value counters render empty to a fetcher, no dated benchmark or output sample on the site","live","top or bottom 5 by composite","",""
"75","Hippius","newcomers","q4","5","verified","https://hippius.com/why-hippius","subnet_name Hippius matches the site, description is a human sentence, url resolves, Why Hippius page and docs Learn section serve as about and learn pages","live","score 5; top or bottom 5 by composite","",""
"58","greevils","stakers","q2","2","verified","https://app.greevils.ai/leaderboard","""No competitors yet"" with 0 ranked on the live leaderboard and 158 agent submissions mostly STALE or UNHEALTHY, while the front page shows a leaderboard with illustrative names and placeholder zeros","live_unconfirmed","link live_unconfirmed","",""
"58","greevils","newcomers","q3","2","verified","https://app.greevils.ai/leaderboard","the live leaderboard reads no competitors yet, the front page leaderboard uses illustrative names and placeholder zeros, no dated results","live_unconfirmed","link live_unconfirmed","",""
"38","ChronoLLM","stakers","q1","4","verified","https://chronollm.com/","""The first LLM without lookahead bias."" Output is point in time model vintages sold as downloads, hosted API or on prem, pricing tiers named with no figure for the institutional tier, chain description matches the README opening","live_unconfirmed","link live_unconfirmed","",""
"38","ChronoLLM","stakers","q2","2","verified","https://chronollm.com/","""A crowdsourced ML research platform of 12,000+ data scientists serving institutional clients."" describes the operator Crunch, no usage figure, no named customer, the leaderboard at leaderboard.chronollm.com is JS rendered","live_unconfirmed","link live_unconfirmed","",""
"38","ChronoLLM","stakers","q4","3","verified","https://chronollm.com/","identity 6 of 7 (additional not set), github resolves, url redirects from crunchdao.com to chronollm.com, discord is a channel in the shared Opentensor server, contact crew@crunchdao.com is on chain only with forms on the site, no staker page","live_unconfirmed","link live_unconfirmed","",""
"38","ChronoLLM","buyers","q1","4","verified","https://chronollm.com/","""The full model, free to download and run on your own hardware."" plus a hosted API for academics behind a Request API Key form and a four line Python example, no endpoint URL shown","live_unconfirmed","link live_unconfirmed","",""
"38","ChronoLLM","buyers","q2","4","verified","https://chronollm.com/","""Free hosted access for non-commercial research, so you can build on ChronoLLM."" Individual free, Institutional use based with no figure, Academic free, customer types named","live_unconfirmed","link live_unconfirmed","",""
"38","ChronoLLM","buyers","q3","2","verified","https://chronollm.com/","contact form only, support mentioned for the institutional tier, no status page, no SLA, Discord is a channel in the shared server","live_unconfirmed","link live_unconfirmed","",""
"38","ChronoLLM","buyers","q4","2","verified","https://chronollm.com/","no API reference beyond a Python snippet, chain contact crew@crunchdao.com appears on no page, the site uses forms","live_unconfirmed","link live_unconfirmed","",""
"38","ChronoLLM","newcomers","q1","4","verified","https://chronollm.com/","""Each model is trained only on data available up to its cutoff date, preserving backtest integrity for quant research."" on the front page, consistent with the chain description, backtest and vintage are left to the FAQ","live_unconfirmed","link live_unconfirmed","",""
"38","ChronoLLM","newcomers","q2","3","verified","https://chronollm.com/","""The financial sector needs a new type of large language model that doesn't cheat."" a concrete difference against standard LLMs, not against a centralized provider, Bittensor appears only in the header and footer","live_unconfirmed","link live_unconfirmed","",""
"38","ChronoLLM","newcomers","q3","3","verified","https://chronollm.com/","""Thousands of post-cutoff leak probes let you verify the model's time boundary yourself."" two arXiv papers linked, leaderboard page is JS rendered, no dated benchmark on the site","live_unconfirmed","link live_unconfirmed","",""
"38","ChronoLLM","newcomers","q4","4","verified","https://chronollm.com/","subnet_name ChronoLLM matches the site, description is a noun phrase without a finite verb, url resolves via redirect, About and FAQ sections on the front page","live_unconfirmed","link live_unconfirmed","",""
"56","Gradients","miners","q1","5","verified","https://raw.githubusercontent.com/gradients-ai/G.O.D/main/docs/miner.md","""Tournament miners submit training code. Validators clone your submitted repository at the commit you provide, build your Docker image, run your training script"" with response schema and example code","live","score 5","",""
"56","Gradients","buyers","q1","5","verified","https://www.gradients.io/","""Begin training with a single simple user interface, or programmatically with our API."" Curl POST to api.gradients.io/v1/tasks/create on the front page, Swagger and openapi.json live","live","score 5","",""
"118","Ditto","stakers","q2","5","verified","https://heyditto.ai/dashboard/","""Ditto by the numbers."" Registered users 2,505, Monthly active 267, ARR $6,648, updated Sep 6, 2026, one click from the front page, consistent with the 2,500+ users on the front page","live","score 5","",""
"118","Ditto","buyers","q1","5","verified","https://heyditto.ai/llms.txt","""you can connect to Ditto's memory system right now using the Model Context Protocol (MCP)"" endpoint https://api.heyditto.ai/mcp with a config example, app at assistant.heyditto.ai, mobile apps","live","score 5","",""
"124","Swarm","stakers","q2","3","verified","https://swarm124.com/benchmark","""ACTIVE 5 OPEN FOR SUBMISSIONS"" with champion scores per family and one completed family crowned Aug 21 2026, no customers, the front page lists sectors and a partner deck but no names or revenue","live_unconfirmed","link live_unconfirmed","",""
"124","Swarm","stakers","q4","2","verified","https://swarm124.com/","identity 4 of 7, description, discord and additional not set, url has no scheme but resolves, github resolves, contact admin@swarm124.com not on the site, no staker page","live_unconfirmed","link live_unconfirmed","",""
"124","Swarm","miners","q1","5","verified","https://raw.githubusercontent.com/swarm-subnet/swarm/main/docs/families/autopilot.md","""Fly a Crazyflie across a procedurally generated world, find the landing pad inside a noisy search area, and touch down clean"" observation and action tables with shapes and ranges, template agent","live","score 5","",""
"124","Swarm","buyers","q1","2","verified","https://swarm124.com/","""Model adapters for your airframes, sensors, and constraints, with drop-in SDKs and APIs"" is marketing copy with no endpoint, app or example, the way in is a partner deck link","live_unconfirmed","link live_unconfirmed","",""
"124","Swarm","buyers","q2","3","verified","https://swarm124.com/","""DEFENSE & SECURITY"" ""SEARCH & RESCUE"" ""PRECISION AGRICULTURE"" and four more sectors named on the front page, no pricing anywhere","live_unconfirmed","link live_unconfirmed","",""
"124","Swarm","buyers","q4","1","verified","https://swarm124.com/","no API reference, the only docs are the miner and CLI guides, the chain contact admin@swarm124.com appears nowhere on the site or in the README","live_unconfirmed","link live_unconfirmed","",""
"124","Swarm","newcomers","q3","4","verified","https://swarm124.com/benchmark","live benchmark with champion scores per family and a completed family crowned Aug 21 2026, mission videos in the README, a 95.34 percent success claim on the site, active scores undated","live_unconfirmed","link live_unconfirmed","",""
"124","Swarm","newcomers","q4","3","verified","https://swarm124.com/","subnet_name Swarm matches the site, url resolves after adding a scheme, description not set on chain, the front page Why Swarm section is the only about text","live_unconfirmed","link live_unconfirmed","",""
"83","CliqueAI","stakers","q1","3","verified","https://raw.githubusercontent.com/toptensor/CliqueAI/main/README.md","""CliqueAI - AI-Powered Maximum Clique Solver Network"" and a site headline about approximating NP algorithms, output is clique solutions to operator graphs, no unit and no buyer, needs graph theory","live","top or bottom 5 by composite","",""
"83","CliqueAI","stakers","q2","1","verified","https://raw.githubusercontent.com/toptensor/CliqueAI/main/docs/wandb_logging.md","""W&B Dashboard: https://wandb.ai/toptensor-ai/CliqueAI/table"" logs validator runs, nothing on users, demand or revenue anywhere","live","top or bottom 5 by composite","",""
"83","CliqueAI","stakers","q3","3","verified","https://raw.githubusercontent.com/toptensor/CliqueAI/main/docs/mechanism.md","mechanism doc one click from the README with optimality and diversity formulas and a debiased EMA, no failure modes, site copy says stake weighted selection while the doc says equal probability","live","top or bottom 5 by composite","",""
"83","CliqueAI","stakers","q4","2","verified","https://cliqueai.toptensor.ai/","identity 6 of 7, discord is a channel in the shared Opentensor server (absent), url is a JS shell, github resolves, contact CliqueAI@toptensor.ai not on the site, toptensor.ai dead, no staker page","live_unconfirmed","top or bottom 5 by composite; link live_unconfirmed","",""
"83","CliqueAI","miners","q1","3","verified","https://raw.githubusercontent.com/toptensor/CliqueAI/main/docs/mechanism.md","""A solution is a set of vertices"" for a general graph of 290 to 700 vertices under a 6 to 30 second limit, request and response shape only in the protocol code, no worked example","live","top or bottom 5 by composite","",""
"83","CliqueAI","miners","q2","2","verified","https://raw.githubusercontent.com/toptensor/CliqueAI/main/min_compute.yml","""required: False"" for GPU with 4 cores and 16 GB RAM minimum, a YAML file not linked from the README, registration cost not stated (burn 0.1 TAO today), no competitiveness statement","live","top or bottom 5 by composite","",""
"83","CliqueAI","miners","q3","4","verified","https://raw.githubusercontent.com/toptensor/CliqueAI/main/docs/mechanism.md","final score is optimality times (1 plus difficulty) plus diversity in prose and math, EMA alpha 0.01 with a 69 sample half life, no example numbers, no immunity or deregistration policy","live","top or bottom 5 by composite","",""
"83","CliqueAI","miners","q4","2","verified","https://raw.githubusercontent.com/toptensor/CliqueAI/main/README.md","one start_miner.sh command and no install steps, last release v0.0.13 dated 2026-04-14, repo pushed 2026-07-21, min_compute.yml says version 0.0.17","live","top or bottom 5 by composite","",""
"83","CliqueAI","buyers","q1","1","verified","https://cliqueai.toptensor.ai/","""Four-stage autonomous mechanism for distributed problem solving"" is the closest thing to a product statement, no API, no app, no way to submit a graph","live_unconfirmed","top or bottom 5 by composite; link live_unconfirmed","",""
"83","CliqueAI","buyers","q2","0","inferred","","no pricing and no customer type in any own or third party material","","score 0; top or bottom 5 by composite","",""
"83","CliqueAI","buyers","q3","0","inferred","","no status page, no SLA, no support address, the only Discord link is a channel in the shared Opentensor server","","score 0; top or bottom 5 by composite","",""
"83","CliqueAI","buyers","q4","1","inferred","https://raw.githubusercontent.com/toptensor/CliqueAI/main/README.md","no API docs, chain contact CliqueAI@toptensor.ai appears nowhere on the site or in the repo, toptensor.ai does not resolve","live","top or bottom 5 by composite","",""
"83","CliqueAI","newcomers","q1","2","verified","https://cliqueai.toptensor.ai/","""To evaluate different strengths in solving the Maximum Clique Problem, we design challenges across varying scales, time constraints, and graph structures."" JS only, jargon unexplained","live_unconfirmed","top or bottom 5 by composite; link live_unconfirmed","",""
"83","CliqueAI","newcomers","q2","1","verified","https://raw.githubusercontent.com/toptensor/CliqueAI/main/docs/mechanism.md","""To empower the whole subnet, we consider both performance and diversity."" No statement of what decentralization changes, no comparison","live","top or bottom 5 by composite","",""
"83","CliqueAI","newcomers","q3","2","verified","https://cliqueai.toptensor.ai/","a MINER SCOREBOARD section still reads Loading after five seconds in a browser, a W&B table of validator runs is linked from the docs, no dated benchmark or demo","live_unconfirmed","top or bottom 5 by composite; link live_unconfirmed","",""
"83","CliqueAI","newcomers","q4","3","verified","https://cliqueai.toptensor.ai/","subnet_name CliqueAI matches the site, description is a title not a sentence, url resolves to a JS shell, no about page, discord is a channel in the shared server","live_unconfirmed","top or bottom 5 by composite; link live_unconfirmed","",""
"5","Hone","stakers","q1","2","verified","https://raw.githubusercontent.com/hone-subnet-org/hone-subnet/main/README.md","""This repository contains the validator for RLVR on Bittensor Finney, NETUID 5."" output is graded coding solutions, inferable from the protocol diagram, no unit or buyer, chain says Hone training","live","top or bottom 5 by composite","",""
"5","Hone","stakers","q2","0","inferred","https://honedashboard.com","no users, customers, revenue or usage anywhere in own materials, the dashboard shows miner accuracy only and renders Waiting for aggregate data to a fetcher, third-party pages describe an older Hone","live","score 0; top or bottom 5 by composite","",""
"5","Hone","stakers","q3","3","verified","https://raw.githubusercontent.com/hone-subnet-org/hone-subnet/main/docs/DESIGN.md","commit-before-reveal, sandboxed grading, zero for invalid or timed-out responses, hotkey-keyed history, a private problem server as a dependency, duplication-resistant scoring marked TODO","live","top or bottom 5 by composite","",""
"5","Hone","stakers","q4","2","verified","https://honedashboard.com","identity 4 of 7 (contact, discord, additional not set), github and url resolve, the README calls the project RLVR subnet while the chain and dashboard say Hone, no staker page, no about page","live","top or bottom 5 by composite","",""
"5","Hone","miners","q1","3","verified","https://raw.githubusercontent.com/hone-subnet-org/hone-subnet/main/docs/DEMO_MINER.md","""accepts signed POST /solve requests from authorized validators"" coding task in, a Python or Rust solution out, five sample challenges in examples, no miner repo, demo miner calls a hosted GLM-5.2","live","top or bottom 5 by composite","",""
"5","Hone","miners","q2","2","verified","https://raw.githubusercontent.com/hone-subnet-org/hone-subnet/main/docs/DEMO_MINER.md","""a Z.ai API key with access to glm-5.2"" and a public port are the demo requirements, no hardware statement for a competitive miner, registration cost not stated (chain burn 0.14 TAO), 243 miners","live","top or bottom 5 by composite","",""
"5","Hone","miners","q3","3","verified","https://raw.githubusercontent.com/hone-subnet-org/hone-subnet/main/docs/DESIGN.md","Reward and weights: a fully correct submission scores 0.95 to 1.0 with speed as tiebreaker, anything else zero, rolling window of 200 observations, history cleared on hotkey change, no immunity","live","top or bottom 5 by composite","",""
"5","Hone","miners","q4","2","verified","https://raw.githubusercontent.com/hone-subnet-org/hone-subnet/main/README.md","no miner guide beyond the GLM demo miner and sample challenges, the README is a validator runbook, repo pushed 2026-09-05, no releases, the demo miner defaults to the test network","live","top or bottom 5 by composite","",""
"5","Hone","buyers","q1","1","inferred","https://raw.githubusercontent.com/hone-subnet-org/hone-subnet/main/README.md","nothing to buy or call, the README says problem construction is not part of this repository and names a private problem server, dataset labels mentioned in passing, no product statement, no date","live","top or bottom 5 by composite","",""
"5","Hone","buyers","q2","0","inferred","","no pricing and no customer type anywhere","","score 0; top or bottom 5 by composite","",""
"5","Hone","buyers","q3","0","inferred","","no status page, SLA, support address or support channel, discord and contact not set on chain","","score 0; top or bottom 5 by composite","",""
"5","Hone","buyers","q4","0","inferred","https://honedashboard.com","no API docs, no contact on the site or in the repo, subnet_contact not set","live","score 0; top or bottom 5 by composite","",""
"5","Hone","newcomers","q1","2","verified","https://raw.githubusercontent.com/hone-subnet-org/hone-subnet/main/README.md","""Validators lease a public coding challenge, rotation-deal it to half of the serving miners"" technical README opening, chain description Hone training is a two word tag, no plain paragraph anywhere","live","top or bottom 5 by composite","",""
"5","Hone","newcomers","q2","0","inferred","","no statement of what decentralization changes in own materials, third-party explainers describe an older pretraining design and were not fetched","","score 0; top or bottom 5 by composite","",""
"5","Hone","newcomers","q3","2","verified","https://honedashboard.com","live dashboard of miner accuracy and latency exists but renders Loading and Waiting for aggregate data to a fetcher, no dated benchmark or sample output","live","top or bottom 5 by composite","",""
"5","Hone","newcomers","q4","2","verified","https://honedashboard.com","subnet_name Hone matches the dashboard title Hone Network, description Hone training is not a sentence, url resolves, no about or learn page, the README names the project RLVR subnet","live","top or bottom 5 by composite","",""
"90","KubeTEE","stakers","q2","5","verified","https://kubetee.ai/dashboard","""Total recycled $10k since Aug 23"" with dated swaps and extrinsic ids, data refreshed September 9, revenue comes from the owner miner serving inference on sayGM","live","score 5","",""
"34","BitMind","buyers","q1","5","verified","https://docs.bitmind.ai/getting-started.md","""Authorization: Bearer $BITMIND_API_KEY"" with base URL https://api.bitmind.ai and a curl example to /detect-image, a live detector at bitmind.ai/detect, browser extension and mobile apps","live","score 5","",""
"34","BitMind","buyers","q2","5","verified","https://docs.bitmind.ai/pricing.md","""Large organizations with bespoke needs, SLAs, and integrations"" for the custom tier, Free $0 for 100 requests a month, Pro $100 a month for 10,000+, customer type named per tier","live","score 5","",""
"62","Ridges","miners","q1","5","verified","https://docs.ridges.ai/guides/agent-contract.md","""Your agent.py must export a single function: def agent_main(input: dict) -> str"" taking a problem_statement and returning a unified diff, with an environment variable table and example code","live","score 5","",""
"62","Ridges","miners","q4","5","verified","https://docs.ridges.ai/guides/miner-setup.md","setup, local testing and submit pages match the ridges CLI in the README, release v0.3.2 published 2026-09-09, repo pushed the same day","live","score 5","",""
"62","Ridges","buyers","q2","5","verified","https://docs.ridges.ai/ridgeline/credits.md","""A recurring subscription of $9.99/month grants 10 credits."" One credit per pull request or 1 credit per 1,000 alpha locked per 3 days, customer is a developer with a GitHub repository","live","score 5","",""
"19","blockmachine","stakers","q1","4","verified","https://blockmachine.io","""Blockmachine provides RPC access across supported chains. Requests are served by competing suppliers, failed requests are not billed"" front page, per Request Unit pricing one click away","live","top or bottom 5 by composite","",""
"19","blockmachine","stakers","q2","5","verified","https://blockmachine.io/buybacks","""SN19 buybacks are read from the PSR coldkey and linked to Taostats proof."" four settled cycles May to Aug 2026 totalling $12,328, synced at block 9,032,798 on Sep 9, 2026, Taostats testimonial","live","score 5; top or bottom 5 by composite","",""
"19","blockmachine","stakers","q3","4","verified","https://blockmachine.io/whitepaper","whitepaper v1.0.0 with Correctness Enforcement, Mechanism Resilience and Parameter Reference sections, Merkle verification and permanent bans, resilience section not read so failure modes unconfirmed","live","top or bottom 5 by composite","",""
"19","blockmachine","stakers","q4","4","verified","https://blockmachine.io/bittensor","identity 5 of 7 (discord and additional not set), url has no scheme but resolves, github is a one file README linking the miner and validator repos, Bittensor and buybacks pages, contact matches","live","top or bottom 5 by composite","",""
"19","blockmachine","miners","q1","4","verified","https://raw.githubusercontent.com/taostat/blockmachine-miner/main/README.md","""You run your own node for your chosen chain, fronted by our nginx gateway that authenticates requests from the Blockmachine network"" JSON-RPC in, verified responses out, eligibility table, no demo","live","top or bottom 5 by composite","",""
"19","blockmachine","miners","q2","4","verified","https://raw.githubusercontent.com/taostat/blockmachine-miner/main/README.md","""You set a price in USD per Compute Unit (CU)."" eligibility rules per chain, capacity testing, cheaper good miners get more traffic, README registers on testnet 417, no mainnet cost (burn 1.0 TAO)","live","top or bottom 5 by composite","",""
"19","blockmachine","miners","q3","4","verified","https://blockmachine.io/technology","routing score combines price and quality (latency, uptime, reliability, correctness), permanent bans for confirmed mismatches in the whitepaper, emissions per CU served, no examples, no immunity","live","top or bottom 5 by composite","",""
"19","blockmachine","miners","q4","4","verified","https://raw.githubusercontent.com/taostat/blockmachine-miner/main/README.md","step by step install, register and price CLI guide with troubleshooting and a CLI reference, the chain github_repo is a link page pushed 2026-07-27, miner repo push date not checked, no releases","live","top or bottom 5 by composite","",""
"19","blockmachine","buyers","q1","5","verified","https://blockmachine.io/llms.txt","""Bittensor RPC (HTTP): https://rpc.blockmachine.io"" endpoints for 11 chains with a quickstart and curl examples, docs at blockmachine.io/docs, keyless free endpoints listed on the site","live","score 5; top or bottom 5 by composite","",""
"19","blockmachine","buyers","q2","5","verified","https://blockmachine.io/pricing","""RPC pricing as low as $1 per million requests"" plan table from Free to Enterprise $999 per month in llms.txt, cost calculator against Alchemy, QuickNode and dRPC, Taostats named as a customer","live","score 5; top or bottom 5 by composite","",""
"19","blockmachine","buyers","q3","3","verified","https://blockmachine.io/performance","public performance dashboards for uptime and latency (empty to a fetcher), failed requests not billed, a Discord channel on the shared Bittensor server and team@blockmachine.io, no status page or SLA","live","top or bottom 5 by composite","",""
"19","blockmachine","buyers","q4","5","verified","https://blockmachine.io/docs","docs index with an RPC overview and per chain pages, llms.txt is a full API reference including the User Management API, contact team@blockmachine.io matches the chain subnet_contact","live","score 5; top or bottom 5 by composite","",""
"19","blockmachine","newcomers","q1","4","verified","https://blockmachine.io","""Fast, correct, verifiable blockchain infrastructure."" plain front page paragraph, the chain description about harnessing Bittensor's incentive layer is not on the page, RPC left unexplained","live","top or bottom 5 by composite","",""
"19","blockmachine","newcomers","q2","5","verified","https://blockmachine.io/technology","""Most supply is still centralized, opaque, and economically misaligned."" with the pricing page comparing costs against Alchemy, QuickNode and dRPC and the Bittensor page on paying for served requests","live","score 5; top or bottom 5 by composite","",""
"19","blockmachine","newcomers","q3","4","verified","https://blockmachine.io/buybacks","dated buyback ledger synced at block 9,032,798 on Sep 9, 2026, roadmap with 19 of 21 milestones live, performance and miners dashboards render empty to a fetcher, no benchmark","live","top or bottom 5 by composite","",""
"19","blockmachine","newcomers","q4","4","verified","https://blockmachine.io/technology","subnet_name blockmachine matches the site, description is a sentence, url resolves without a scheme, technology and Bittensor pages serve as about and learn pages, chain wording not used on the site","live","top or bottom 5 by composite","",""
